names	rpkm
AT1G73740	1.93793896612587e-12
AT5G39650	1.09776126944946e-12
AT4G19100	4.21966125779168e-12
AT4G17470	1.00849820237994e-13
AT5G18870	7.62222048011503e-14
AT3G60164	7.17789270272116e-15
AT4G22310	1.34587385416384e-11
AT1G01220	2.34842650737391e-12
AT2G42930	2.01958184039187e-11
AT3G10610	4.54779910725279e-11
AT5G04800	5.44307369415992e-11
AT3G18020	1.64274463123366e-12
AT2G26690	4.33719407428699e-13
AT1G73120	2.04642855158845e-13
AT1G18260	1.50626410084032e-11
AT4G37980	1.50606564562679e-13
AT5G13290	3.9195201648743e-12
AT5G56840	2.0292509196501e-14
AT2G40180	1.22165235039238e-13
AT3G44190	4.4712646230192e-12
AT1G77992	4.97798607332539e-13
AT1G18950	6.95784327382559e-12
AT1G74890	2.75762083149409e-13
AT4G16195	1.49536964676896e-13
AT1G14230	2.47865440424793e-12
AT4G38840	3.8696872012343e-12
AT3G13065	1.01576229507415e-13
AT2G26380	4.43580598582841e-14
AT4G18500	1.37881041574704e-12
AT1G51770	1.58947399836588e-13
AT1G79330	6.36548206092053e-13
AT1G26580	1.44761813845384e-11
AT5G08040	3.04784773556943e-11
AT2G19350	6.06894712802964e-12
AT3G46616	9.29813177798648e-14
AT1G53380	8.87926301688401e-12
AT4G14980	2.02471881262687e-14
AT3G25590	1.34765318764238e-12
AT3G57940	3.18075193102237e-12
AT3G03570	3.85537342689793e-12
AT2G26200	3.9806093919172e-12
AT1G35170	3.01832506771828e-12
AT2G26460	4.24145808219606e-12
AT4G24780	4.38849172238688e-11
AT5G07725	1.38143672130085e-12
AT4G18160	2.64927168799009e-12
AT4G23770	3.81139635944491e-12
AT2G22500	8.73379430013181e-12
AT5G22280	1.44971636263221e-11
AT5G41460	2.17018582220407e-12
AT5G15490	1.30890731921874e-11
AT1G11905	6.21528922140322e-12
AT1G33410	6.20755275087768e-12
AT3G62455	1.56367136356119e-12
AT1G80280	2.35519544130614e-11
AT3G42927	1.4243014113962e-14
AT1G54070	3.92453614005923e-14
AT5G35917	1.8086141613041e-14
AT3G26510	5.09347523070348e-12
AT3G17860	1.68436339819983e-12
AT1G15490	3.3388230512538e-12
AT1G31730	9.24790317667324e-12
AT3G26640	8.42920902068084e-12
AT1G58130	1.46155139009102e-13
AT4G38215	6.96005786488114e-12
AT3G18777	3.70027693205585e-14
AT5G47170	5.39040342264351e-13
AT5G35560	2.74031395723944e-12
AT3G60250	1.12046641057691e-11
AT3G28970	3.61162965158398e-12
AT3G47530	1.73887139744163e-12
AT2G20690	1.01466071942761e-11
AT2G41945	1.80146815683151e-12
AT4G25610	1.83987276396698e-12
AT2G31800	2.4121315419597e-12
AT1G03600	1.39917777508468e-11
AT1G74750	1.19352722642604e-12
AT5G50010	2.07917140841386e-12
AT2G06025	1.71840321194623e-12
AT5G55330	2.46370880231998e-12
AT2G47300	7.92471104932655e-13
AT3G63140	4.09417737966179e-12
AT2G30760	2.95901378491614e-14
AT5G03715	2.74717529804146e-13
AT2G37960	1.66927912196861e-12
AT2G37470	6.63306985149087e-11
AT4G17410	2.39753480556346e-12
AT2G24700	2.58301880021627e-12
AT5G57790	1.94707458538342e-12
AT2G08750	4.12076294706219e-11
AT2G32290	5.83470859761018e-14
AT1G74880	1.45166989328052e-12
AT4G01970	3.92958986869029e-12
AT1G02720	4.56443920549879e-12
AT5G10110	5.39505179849021e-12
AT3G56470	4.75220992829227e-12
AT4G28740	1.2262753504301e-12
AT4G09845	3.19965122948358e-12
AT2G22420	2.74818211621352e-11
AT2G46800	9.59413226142559e-12
AT3G22121	3.50874843730698e-10
AT2G40995	6.01430377444394e-12
AT4G11300	1.36751456968826e-12
AT4G32620	1.1196768208768e-11
AT1G56340	1.2754233164243e-10
AT3G17609	8.37476072382154e-14
AT2G02090	7.21481824697599e-12
AT5G34800	3.5621526457905e-14
AT1G07090	4.87509782171777e-12
AT4G21720	1.432922688013e-12
AT2G09510	1.20249414082146e-11
AT3G51020	1.25912201160234e-13
AT5G42900	8.32424752949291e-12
AT4G30230	3.08881720052362e-14
AT1G26270	1.17082460389126e-11
AT5G46520	3.303404690621e-12
AT3G30415	2.19663082892361e-13
AT2G25060	9.29802993645550e-11
AT1G09917	2.66214368167351e-12
AT3G01945	1.33342714914802e-11
AT4G15900	1.24406848142017e-11
AT5G02120	6.5400495804987e-12
AT1G53460	3.86323566268737e-12
AT4G18197	5.24027658007909e-14
AT5G64050	6.12074235785133e-12
AT3G54170	5.528231483623e-12
AT1G59560	2.13593487743206e-12
AT2G07965	2.74717529804146e-13
AT1G26810	1.43874654184135e-12
AT1G30710	2.51421483276754e-13
AT4G27300	3.88147861216455e-14
AT5G59450	3.5594348439433e-12
AT1G27330	2.46009279135768e-11
AT2G16450	5.13636174704636e-14
AT5G20730	5.63482352900684e-12
AT2G32390	2.08458490498722e-13
AT1G72910	1.73045824712262e-13
AT1G17450	2.57687742111729e-12
AT2G23810	2.36527651691071e-11
AT4G23180	1.35040513113155e-12
AT1G48040	2.60928067319829e-12
AT1G33440	1.42439465535112e-13
AT5G38005	1.06550579630207e-13
AT1G10417	2.38499164888263e-13
AT3G07825	6.54599134054807e-12
AT2G31035	1.58920260269171e-12
AT5G19380	2.00788162260339e-12
AT3G11450	1.26540488610393e-11
AT1G48020	2.8741913289945e-13
AT4G10590	4.0848177917662e-12
AT4G24580	6.8490886580653e-13
AT1G63930	6.76122696099701e-14
AT1G23820	3.20231760550815e-11
AT1G57600	1.39353529131224e-12
AT5G12390	5.21102275931271e-12
AT5G25420	5.39945115160025e-14
AT1G74070	2.36539538100021e-12
AT5G60990	6.10803852644939e-12
AT5G10030	9.37963573522993e-14
AT5G54690	6.871942873818e-13
AT3G51730	1.69822482284734e-11
AT4G27130	2.72242053161955e-11
AT4G27610	3.07449831227619e-12
AT3G04965	3.38271585206598e-12
AT3G20770	2.94028638193627e-11
AT3G56825	6.98941198277215e-13
AT3G52640	7.02082410775729e-12
AT1G66580	1.35752723958603e-10
AT3G54830	2.72925594085403e-14
AT2G25480	3.00357832585866e-12
AT3G03940	1.20963798894924e-11
AT1G61280	5.86527721860329e-13
AT3G16470	1.3594378146089e-10
AT5G50565	4.82895436811509e-12
AT5G13020	1.23814551804752e-11
AT2G39980	2.31248873234897e-12
AT1G60730	4.88545906978951e-13
AT5G42140	3.88554171780342e-12
AT3G45100	3.42630608923094e-12
AT5G25170	1.98461324459567e-12
AT2G16640	2.40425453069313e-11
AT1G67105	5.08139940478497e-13
AT2G47500	3.26378052883438e-12
AT5G04560	5.65053222113663e-12
AT4G26990	5.11607137897112e-13
AT1G31950	5.70285415716504e-13
AT3G19895	1.67251158805957e-12
AT4G09500	2.01343607286836e-11
AT4G18610	2.84748440786394e-14
AT4G10150	5.93174164680708e-14
AT2G48090	1.71997062138248e-13
AT1G28790	3.06445469866033e-12
AT1G64810	3.49541730951988e-12
AT4G01320	1.47477058880649e-11
AT2G34440	7.50498312842183e-13
AT3G01175	6.32195152268955e-14
AT5G13840	9.15762248438405e-12
AT5G11040	5.57499810744108e-12
AT5G12180	3.90902413950563e-14
AT1G03830	4.36061620751399e-12
AT5G07900	4.19828815445989e-12
AT3G23970	2.9220559173366e-14
AT5G35460	3.5252074262459e-12
AT5G44490	6.06007618306504e-13
AT2G16700	3.09700679870984e-12
AT1G47500	3.93486156401747e-12
AT1G12470	4.7304083168323e-12
AT3G03305	3.98794046897987e-12
AT1G20515	6.04378565569121e-13
AT2G30580	1.91619814683599e-12
AT1G06687	3.3732757148044e-13
AT4G12450	2.93387653188894e-13
AT1G78270	2.56225217118301e-12
AT1G45215	3.00424673833994e-11
AT5G40450	3.32359809149063e-13
AT1G04540	2.81796141001553e-13
AT5G08870	3.49520134305034e-12
AT3G08425	1.69285396744176e-12
AT1G24625	2.54832845637015e-14
AT4G39720	6.85672287538668e-13
AT3G29798	1.69981471566315e-12
AT5G39020	1.35510889141059e-14
AT3G45010	1.74621856203099e-12
AT4G07670	1.61616552352746e-12
AT1G80570	7.61603538473737e-13
AT5G15025	3.0619178984131e-12
AT1G69550	3.76991827958513e-13
AT5G43725	2.63559699393118e-13
AT3G26060	1.23911837776024e-11
AT5G66270	7.90324313857187e-14
AT4G28240	8.54053247381975e-12
AT2G36080	8.05838087425495e-13
AT3G44400	6.59193197004632e-13
AT5G03890	9.67998523909476e-13
AT1G20600	1.10705232412512e-12
AT1G07485	9.23581185990346e-13
AT1G58050	1.17621517788347e-14
AT4G12960	1.18941701704003e-09
AT1G22250	4.0604590990564e-12
AT3G48840	4.72170754350876e-14
AT1G74390	5.89625427228791e-12
AT2G05220	1.2618401162623e-10
AT3G03460	4.41745787925067e-12
AT5G26920	2.34104027980292e-14
AT1G07570	5.49936254645563e-12
AT5G11280	1.27942546103484e-11
AT3G58415	3.32076134928089e-14
AT3G20075	2.90489030180085e-13
AT2G07595	1.59396544765483e-13
AT3G14140	3.90341377116763e-14
AT1G74030	9.86765407760684e-12
AT2G18915	4.24753431473687e-12
AT5G20200	3.14300032564421e-12
AT4G12670	4.06094760313439e-12
AT1G64320	2.78739748395715e-13
AT5G06835	5.03648804640934e-13
AT2G25100	4.24259419941012e-12
AT5G52130	4.12369170537567e-12
AT3G56100	6.41013771541648e-12
AT2G37250	7.45679410357968e-12
AT1G25340	2.31414894283008e-14
AT1G11940	3.40352065158345e-12
AT5G12940	7.4665848869212e-13
AT3G62260	9.66200537795764e-13
AT5G53860	9.41778924804498e-12
AT5G14740	6.09585441212814e-14
AT3G16850	5.05660525971883e-12
AT3G59360	2.70883257223825e-12
AT3G13780	1.9944492663781e-12
AT3G57830	2.39221201975979e-12
AT2G01590	4.24435569090239e-13
AT4G15630	5.41133997407399e-12
AT3G06145	8.1823559646281e-13
AT5G60820	5.15207957534333e-12
AT3G43686	3.82067639839172e-13
AT2G28470	4.1415947597474e-11
AT3G05725	8.3554640401261e-14
AT1G04480	7.49413784085385e-11
AT3G02690	5.06782619425367e-12
AT5G01725	1.29278837554892e-13
AT3G55150	3.35921388922161e-14
AT5G53850	4.83215736747188e-12
AT4G32840	3.90353158043638e-12
AT3G03955	1.80982403333438e-10
AT1G11080	4.23147001131162e-13
AT3G49490	1.05463454102067e-11
AT2G24060	3.84911488686479e-12
AT5G43920	3.65297442282132e-12
AT3G24860	1.07178748455034e-11
AT3G09560	5.42204767318478e-12
AT3G49300	1.35062323754728e-11
AT3G29150	4.93930269250587e-13
AT2G07748	4.96749505947223e-13
AT2G22955	9.35263430892427e-13
AT5G35670	3.07522800044211e-12
AT3G32940	6.04378565569121e-12
AT3G01480	6.50218246738308e-12
AT2G02880	2.93692983184659e-12
AT3G48540	2.55667505649053e-12
AT4G03292	4.82859040401428e-14
AT4G13340	6.01441837845267e-12
AT5G38430	6.78767938479394e-12
AT1G60860	3.02406154668287e-12
AT3G61190	5.29198744000759e-13
AT2G18740	2.76315240801391e-11
AT5G42920	8.89072247039979e-12
AT3G14360	1.37850209499218e-12
AT5G14930	7.01010982214687e-13
AT5G18380	4.46476363410815e-10
AT1G09867	2.08706267246891e-12
AT5G19150	1.77475313874638e-12
AT4G00270	2.42992768595955e-11
AT2G43180	1.64830517882488e-12
AT1G50590	7.96545061705596e-14
AT3G24630	3.34971157642846e-12
AT3G29090	7.64050632018605e-12
AT2G36026	9.41119436040483e-12
AT3G49580	1.4488527256794e-12
AT2G26270	2.13524787634385e-12
AT3G29644	2.17005217243716e-12
AT5G07380	4.69905584478887e-13
AT5G49570	2.11326927008523e-12
AT3G01225	2.70617268165278e-13
AT3G55540	5.1952312226572e-14
AT2G15980	4.72675749810075e-12
AT4G06985	1.26584422357393e-11
AT5G14880	4.61775825541167e-12
AT3G21760	9.40223578728627e-13
AT5G02460	2.45611028097756e-12
AT5G60150	3.36491850019565e-12
AT5G26680	5.84939488898769e-12
AT4G14600	3.55516803275954e-12
AT3G47370	5.50460783820568e-11
AT1G68220	1.03639322578398e-11
AT2G37920	1.88540973661078e-12
AT4G21350	4.67801914630903e-12
AT5G26760	7.55513359669717e-12
AT5G43790	3.11061852399997e-12
AT3G48160	2.73027856768235e-12
AT1G31270	8.49243886045604e-14
AT1G09440	5.06631690499856e-12
AT1G21890	2.00281395997565e-13
AT5G27247	2.48374752973611e-13
AT2G18938	1.61065353768421e-12
AT5G39950	2.88191669221031e-11
AT3G09100	9.89867075034732e-12
AT4G12160	3.26691116523849e-13
AT1G03870	1.52783575474911e-12
AT1G42540	3.53076703907898e-12
AT5G53400	1.8924934491685e-11
AT5G25950	3.32547468797019e-12
AT4G39800	8.28342695667238e-12
AT1G03997	1.28591184163643e-13
AT5G09330	1.7000311147358e-11
AT1G18382	5.0658040420229e-13
AT5G51510	8.59030360932298e-12
AT2G33320	3.15710759537668e-12
AT1G18570	5.47499455472782e-14
AT5G46050	7.47065146168793e-13
AT3G15360	5.97936913146127e-12
AT2G33880	4.73896179639204e-12
AT1G26795	3.89839996220501e-11
AT4G18550	1.46279604413664e-14
AT4G16550	9.99523537324897e-14
AT4G16430	1.39719215835948e-11
AT3G07560	9.66578959233228e-12
AT2G16070	8.54442752225116e-12
AT5G10210	2.18450083940646e-13
AT4G20810	1.67109280802522e-14
AT1G09893	1.64136494649298e-11
AT1G73530	1.53302705045195e-12
AT4G17243	8.65458566447429e-14
AT2G29900	6.22901928590841e-12
AT2G36980	5.32622481284905e-13
AT1G10210	2.52352537387297e-12
AT3G09905	6.74359241582388e-12
AT1G54115	9.00306059685084e-12
AT3G25530	1.45796868635055e-11
AT1G20390	8.36785882772477e-14
AT3G14950	9.31305654809561e-14
AT3G45970	6.41424537188945e-12
AT3G09035	1.30037630222452e-11
AT5G62575	7.13968183683143e-12
AT3G55640	6.14010096494526e-13
AT1G55000	3.76951288296749e-12
AT5G67470	5.36018143545947e-12
AT5G25080	3.50240582167265e-12
AT1G73710	3.17924962759527e-12
AT3G17950	2.89776728226569e-12
AT1G30800	2.71353641684095e-12
AT1G55500	6.19563956663823e-12
AT5G42100	3.34109156726594e-11
AT4G37630	1.57438309542338e-12
AT4G08510	4.13621580811367e-12
AT1G58070	5.87375588021141e-13
AT4G35940	4.65453738985561e-12
AT5G47190	1.16538809004153e-11
AT1G17950	8.022724321714e-14
AT1G04827	1.36155371467387e-13
AT5G46395	4.98456548922987e-13
AT1G76920	9.35141620078297e-12
AT1G55535	2.4440156366498e-12
AT5G57035	3.0065165398859e-12
AT5G13100	1.17637445105417e-11
AT3G53560	1.00067321494617e-11
AT5G36190	8.29810387509091e-14
AT2G07652	1.43330885115207e-13
AT5G08139	5.06520234541966e-12
AT4G09462	2.74882242669981e-11
AT1G66470	1.40943363430889e-13
AT3G54390	1.37484589724884e-11
AT5G56350	1.42094125018239e-11
AT1G35320	1.69021124269331e-12
AT1G61450	6.8499844584647e-12
AT5G63650	6.61996806100052e-12
AT3G18350	2.28683781566695e-12
AT5G40630	2.2262239113733e-13
AT3G18145	4.97448414854641e-13
AT1G02780	2.78188312659078e-10
AT5G44660	2.05343078904207e-12
AT3G23840	6.58200139474029e-13
AT2G17200	1.84390340576134e-11
AT3G06080	2.33780816943723e-12
AT4G23895	1.42141905120176e-12
AT3G21540	4.55412017717577e-12
AT5G22500	8.6908268844019e-12
AT4G35590	6.60523022479914e-14
AT3G01695	6.75702744114545e-13
AT4G33280	5.78660328736393e-13
AT5G22430	1.02895061034124e-12
AT5G02425	4.28510652102183e-13
AT1G23980	4.68986600534006e-12
AT1G54010	6.3758617906193e-13
AT1G33740	3.23053130816457e-13
AT1G61580	8.84183457036307e-12
AT1G59580	4.33440210821337e-12
AT5G54090	1.03028292385609e-12
AT4G31700	1.79247091725996e-10
AT2G23340	5.11590155087555e-12
AT4G30067	4.57617422495931e-12
AT3G16840	5.87630324900937e-12
AT4G29380	1.35031709078263e-11
AT1G17970	4.60353640803466e-13
AT1G45474	2.44703403797266e-12
AT5G23240	1.36531302462904e-12
AT2G41312	2.2053779108517e-13
AT4G09320	3.08520867757190e-10
AT5G41060	5.63357395960357e-12
AT1G25141	8.59785407085779e-13
AT3G12710	2.36090770330827e-11
AT3G20390	4.08953954499635e-11
AT2G44735	8.30081744731952e-14
AT2G02140	3.95449443120472e-14
AT3G07550	2.46711768666445e-12
AT4G13170	1.40215827212036e-11
AT2G23800	1.1209494260942e-13
AT5G42040	3.06272921741109e-14
AT4G06685	3.82588266277701e-12
AT4G31920	1.38305432870284e-12
AT5G07695	7.52338463364051e-14
AT5G02440	5.88557137151081e-13
AT3G45600	3.46774586801955e-12
AT4G30680	1.62006004724159e-12
AT5G66080	2.64895505598807e-12
AT5G21090	4.6812812004562e-11
AT5G19230	1.55300702073436e-13
AT1G10000	2.73474464058426e-13
AT3G10560	7.88929281615352e-12
AT1G03540	1.57991077306451e-12
AT3G04195	5.37963338583503e-12
AT2G07644	1.97616969668378e-13
AT1G08165	3.34604050142074e-13
AT3G20910	3.66536865911192e-12
AT4G18260	3.02369264489614e-13
AT5G38290	2.55146623986964e-12
AT3G14760	2.27352438458604e-13
AT1G10717	3.87836512664677e-13
AT4G18692	5.45303968934545e-12
AT5G38300	5.46595601935898e-12
AT1G21400	7.09219745310704e-13
AT1G66830	8.94933710122095e-13
AT4G22105	6.43860582415345e-12
AT2G09170	1.03239043228889e-12
AT3G29180	1.22828696360903e-11
AT1G04247	8.99870041564454e-12
AT3G08225	3.29373122196622e-11
AT1G77740	7.46245204580563e-12
AT3G48530	1.18899129125799e-11
AT5G26717	1.65205986032562e-13
AT3G05560	1.20151331583972e-10
AT3G27520	4.54035638810633e-12
AT1G34317	1.63714284127076e-13
AT5G16920	3.21477960409107e-14
AT5G36490	1.43624793952662e-10
AT2G09305	7.21506194555385e-12
AT1G62440	3.07311135035146e-14
AT1G73880	3.09276877903175e-12
AT3G24220	6.15927200579996e-13
AT3G62870	1.7076657117355e-10
AT1G50010	1.7604090496863e-10
AT1G07893	1.99470144102298e-11
AT4G01930	3.71405822416778e-13
AT2G15000	1.16590939701207e-11
AT5G41990	8.69875566238676e-12
AT2G46430	1.55723077300947e-13
AT3G61340	3.63596730623134e-13
AT4G34330	2.82200108436944e-14
AT4G04345	8.53240327862289e-13
AT5G28640	1.56928815984768e-11
AT1G76720	3.18124479863325e-12
AT2G29990	2.26887866568082e-12
AT2G37190	1.88604283735391e-10
AT4G23860	1.43638904314219e-11
AT1G63010	3.8409105101589e-12
AT1G56045	6.64321029859173e-11
AT1G67100	5.48051092203737e-13
AT1G79080	4.51353230699514e-12
AT3G20230	8.13119756890183e-12
AT2G17340	6.08315885214523e-12
AT2G47940	6.56342516397892e-12
AT4G10420	2.33450948073909e-12
AT4G27850	4.05105326426797e-13
AT5G42730	4.67459851630121e-12
AT1G51530	6.29834371413761e-14
AT4G24370	7.0057977102423e-12
AT1G64450	6.76792587250214e-12
AT1G08860	1.04293584928157e-12
AT4G01360	1.54028517924169e-13
AT5G50640	9.66719269571462e-13
AT4G39330	1.73496940222709e-10
AT5G45920	5.7951293944404e-13
AT5G53050	2.52010885785586e-12
AT3G63030	1.22498205907298e-11
AT5G01930	5.12061400059113e-12
AT1G07963	9.85399835167046e-12
AT3G59890	6.01183210615206e-12
AT1G21920	7.09222708851415e-12
AT2G21655	6.07610536507994e-12
AT4G00180	2.03387046149952e-13
AT4G28530	1.23258714935919e-13
AT5G62260	6.12728110045634e-12
AT3G09555	8.86618922595288e-14
AT2G17520	6.07113310209705e-12
AT5G60270	3.1260960288058e-14
AT3G10550	2.39178256274781e-12
AT2G35343	7.79843310411769e-13
AT2G14245	8.0524161215723e-14
AT2G05675	2.81106309567033e-13
AT1G70730	8.022724321714e-12
AT3G62630	2.6202021958515e-11
AT2G20580	1.56956181774939e-11
AT1G72050	1.29603201425292e-11
AT4G38290	1.44927513172187e-12
AT3G21620	1.10788489530068e-12
AT2G30640	6.24666891975152e-13
AT1G02475	3.13589342785139e-12
AT4G32980	1.97815551176801e-12
AT5G19670	3.90679185797065e-12
AT1G43640	1.43839280989761e-11
AT3G27350	1.14553239475386e-11
AT2G09640	2.51382957153053e-12
AT5G56985	7.96424091077066e-12
AT3G27920	3.99149300320829e-14
AT5G01450	1.51625136462601e-12
AT4G10670	1.65367425106861e-13
AT4G26680	1.8323756409372e-12
AT4G16155	4.11174191114103e-12
AT2G04490	8.08893908858962e-15
AT5G17520	3.28388213233064e-12
AT2G01820	3.32061256131788e-11
AT5G58595	3.05830117516905e-12
AT2G23050	3.05727798976417e-13
AT2G21410	6.61014040422122e-12
AT1G28780	1.53222734933017e-12
AT2G15140	7.75838980191427e-15
AT1G65875	9.12987290238169e-13
AT1G18040	5.37730872790893e-12
AT5G43660	5.19481775419539e-13
AT3G52748	5.87726319840312e-14
AT5G05560	1.95934837710978e-12
AT1G04873	3.94489775015828e-12
AT1G30170	1.34151080450025e-12
AT4G13345	9.25265930703311e-14
AT1G21313	6.54260097852177e-12
AT5G10070	6.06182680690223e-12
AT2G43620	3.62886343872811e-13
AT3G44630	2.8999380680088e-12
AT3G09155	6.82743814745935e-12
AT5G25520	5.22556550463003e-12
AT3G16950	6.29763035760557e-12
AT4G16180	6.1107899312532e-12
AT1G62680	7.56999415460314e-13
AT5G44160	7.52078408589297e-14
AT3G23370	5.05615085529103e-13
AT4G19150	1.87096071892695e-11
AT2G02360	2.46685128803723e-12
AT5G01810	4.94067824809719e-12
AT2G36530	1.23269575442909e-10
AT4G33870	1.10276879678096e-13
AT3G54820	2.06768572785295e-11
AT1G64880	1.86705052469316e-11
AT1G27950	1.18276629034151e-10
AT1G05937	2.45018337392887e-13
AT5G45150	4.02821743774638e-13
AT2G37380	3.16600363768417e-12
AT1G07119	4.30388269160456e-13
AT2G06200	8.34643110602867e-12
AT5G12140	5.13165604139671e-11
AT1G12070	2.79109106657143e-13
AT2G35110	5.93397850351659e-12
AT5G27730	2.31522084456874e-12
AT3G60030	9.36210393803939e-12
AT1G43060	1.48800631654277e-14
AT4G22760	8.0364009741547e-13
AT2G47970	1.3780199257573e-11
AT4G21970	3.5435876808613e-12
AT3G03860	7.29954744842919e-12
AT1G61100	4.35305979008537e-12
AT5G07155	2.60882834058613e-13
AT1G55200	1.31650058715138e-12
AT5G64300	6.34999392197069e-12
AT5G62200	2.19893013569274e-12
AT2G03937	1.01332933149314e-12
AT1G45229	3.5646993143487e-13
AT5G43580	1.06767191393914e-12
AT3G13225	3.01264721552224e-12
AT3G21530	1.916127552663e-13
AT5G48400	9.48182525878342e-14
AT3G56610	1.99517743332457e-11
AT1G10520	5.54884259689417e-13
AT4G36240	9.35984504199967e-13
AT4G16535	4.49125356065127e-12
AT4G36530	2.00834702781055e-12
AT3G12390	4.29451470431461e-11
AT1G11220	3.67389597081417e-12
AT2G44900	3.29213387413791e-12
AT3G53340	7.78114300014067e-12
AT5G46870	6.84202149700892e-13
AT4G27620	2.82819911454129e-12
AT1G79970	6.90528289555033e-12
AT5G63550	1.25539939000282e-11
AT5G03615	8.50491486599846e-12
AT1G73630	1.11755441454864e-12
AT1G07820	1.6357193480838e-10
AT3G28370	1.42652119460314e-12
AT5G36410	1.88749463258356e-10
AT5G48610	2.60853962563034e-12
AT1G08800	1.387551018611e-12
AT2G17440	3.53966262700918e-12
AT1G24807	2.84741864609932e-12
AT3G24870	5.63464710656129e-12
AT3G47990	5.16127775945594e-12
AT1G46264	1.10321491046225e-11
AT3G58330	1.1332098104421e-13
AT5G49390	2.97620546327775e-13
AT1G68680	7.20909073309573e-12
AT5G12330	1.82691001827371e-12
AT2G09525	1.53872902125095e-13
AT2G40520	4.32177577374815e-13
AT1G64090	3.64334423425001e-11
AT2G39090	3.12596393093854e-12
AT2G31390	3.30504896954539e-11
AT2G18940	5.50544629148071e-12
AT5G67380	8.78319508716577e-12
AT1G63660	1.36661720423465e-11
AT4G37390	2.56433501198213e-13
AT5G57020	2.43986015936975e-11
AT2G02850	1.01236083974268e-10
AT5G26340	2.36381766350067e-12
AT4G01790	5.74042961891907e-12
AT5G47390	7.82906194533095e-12
AT2G39670	5.98802053191932e-12
AT1G48370	7.46585286879503e-12
AT3G06590	4.74558298144716e-12
AT1G09460	4.4510190388484e-12
AT4G00430	4.27430653177861e-11
AT2G43590	4.92699917583523e-14
AT1G20140	1.20641910960799e-11
AT1G76540	2.22765996940194e-11
AT2G14120	6.69421211197036e-12
AT1G68650	5.2422004998882e-12
AT5G64500	9.7675895141518e-12
AT4G31441	2.67511824104365e-12
AT2G46310	6.52542410126043e-12
AT5G40930	1.08206865253559e-11
AT3G17450	5.92227743402626e-12
AT4G36450	2.51097846052953e-13
AT5G54062	4.00866257115633e-11
AT1G12630	4.00692971648036e-14
AT2G03933	2.19559400773157e-12
AT5G51480	6.57349824830788e-12
AT2G22410	2.03005712317574e-12
AT1G02730	1.72716993683941e-11
AT4G18930	3.03688981458429e-12
AT1G47813	6.69465488015027e-12
AT1G68140	1.23335756947462e-11
AT1G53930	3.57855729613295e-13
AT4G12420	2.38444795777726e-11
AT3G46640	5.30490981822883e-12
AT3G25180	1.17355061275558e-13
AT4G21850	9.4742919522371e-12
AT2G47390	1.01499112406577e-11
AT3G19640	9.93264419447718e-12
AT1G14453	1.3232709646145e-11
AT1G28395	4.45279320998359e-12
AT5G28030	7.62279271888982e-14
AT4G18750	8.67125673616275e-13
AT1G15340	4.43747458128913e-11
AT5G51150	5.10337500361637e-12
AT2G33470	8.99149126190395e-12
AT2G35040	9.75996145596022e-12
AT2G43850	9.42830562287829e-13
AT5G39370	9.25069233013961e-14
AT1G12660	4.49909602160636e-14
AT5G27750	4.42971826989831e-12
AT3G06455	2.64135817545023e-12
AT1G29750	1.86758500603834e-12
AT2G18969	2.21114109354557e-12
AT3G05600	1.35534148472777e-11
AT4G04465	3.15327947253455e-13
AT4G10170	5.54052160949538e-12
AT5G66920	3.61891089667573e-12
AT5G35700	2.77104204727621e-12
AT1G22310	2.0154632044399e-12
AT5G18980	1.61191029399318e-12
AT5G21960	8.05311739883088e-13
AT1G63160	5.59631306387561e-12
AT2G03530	6.79835482610659e-13
AT5G59580	9.07493862499089e-13
AT2G40640	3.76964685055107e-12
AT1G78060	5.35005451982216e-12
AT3G15000	7.62640174022133e-11
AT1G08390	4.30488937058302e-12
AT3G60440	4.1317262261579e-12
AT1G74350	8.49314922757109e-13
AT2G19260	2.64048887870004e-12
AT3G48700	1.82639176597655e-12
AT1G77020	4.4883427404621e-13
AT3G09205	1.5046769267281e-13
AT1G10570	4.11928027727913e-12
AT4G34280	1.98105357080409e-12
AT4G01660	5.29117902523087e-12
AT2G39975	7.30717587750237e-12
AT5G13860	2.09027301822481e-12
AT3G43960	3.47085976226838e-11
AT1G78670	5.63170936098499e-13
AT4G12710	2.91981130242556e-12
AT1G20560	7.73055128868867e-12
AT2G45510	1.36681239118936e-12
AT5G55100	4.83502852455297e-12
AT2G02120	4.98456548922987e-13
AT5G21482	3.28502140831242e-12
AT3G02110	4.64699107476162e-12
AT5G06800	1.25519951312382e-14
AT1G02405	1.25209902030256e-12
AT5G25010	9.62951173653107e-13
AT3G03160	2.23240034057073e-11
AT2G38960	3.81777805984719e-12
AT3G13150	5.21895138506338e-12
AT5G22460	4.57652424593414e-12
AT2G29070	2.10063078603728e-12
AT5G41130	6.96302743556138e-13
AT1G21110	2.23567903416444e-14
AT4G26220	2.21975433097173e-13
AT4G00940	7.57841461528679e-13
AT4G37140	8.97124433266664e-13
AT5G25754	3.08104996292149e-11
AT3G45770	5.65095178788084e-12
AT2G41540	1.48123206886235e-11
AT5G02905	9.193364095981e-12
AT1G27040	3.24837688272445e-14
AT3G17240	2.01082115483469e-11
AT1G65130	4.36024616442653e-14
AT5G62500	5.63845121119188e-12
AT1G64430	2.33986539580818e-12
AT1G10450	3.99076491524751e-12
AT1G43580	1.40817137866105e-11
